,Relativní průměrná délka běhu
guided_32,0.8488662946184837
guided_64,0.8496176511139447
guided_8,0.858722671269005
guided_16,0.8600465249474766
guided_default,0.8611945517513634
dynamic_64,0.861449171093481
dynamic_32,0.8631201767211956
dynamic_16,0.8716644587076335
dynamic_8,0.875463924952407
dynamic_default,0.8885948951351967
static_64,0.940719566398107
static_default,0.9433511527525332
static_16,0.9530106781447049
static_8,0.9592023079020828
static_32,1.0
