,Relativní průměrná délka běhu - grid 128
cut_off_8,0.9918112700126527
cut_off_4,0.9960687031896388
cut_off_1,0.9965452525997032
cut_off_2,0.9970730184044574
cut_off_16,0.9983636758490557
cut_off_32,1.0
