,Relativní průměrná délka běhu - grid 512
cut_off_8,0.9959714196213322
cut_off_16,0.9972256409146634
cut_off_1,0.997780959589427
cut_off_32,0.9982261225114596
cut_off_2,0.9985758548060122
cut_off_4,1.0
