,Relativní průměrná délka běhu
cut_off_8,0.9951486055782515
cut_off_1,0.9962881900785623
cut_off_32,0.9967610384424045
cut_off_2,0.9976125217762951
cut_off_4,0.998772844265583
cut_off_16,1.0
