,Relativní průměrná délka běhu - grid 64
cut_off_8,0.9907075152004166
cut_off_1,0.9909225229059705
cut_off_4,0.9970160784924245
cut_off_32,0.9994994922168461
cut_off_2,0.9995221275901957
cut_off_16,1.0
