,Relativní průměrná délka běhu - grid 32
cut_off_16,0.9674564636610287
cut_off_1,0.9687391580067005
cut_off_8,0.970965543138502
cut_off_32,0.9725127747400505
cut_off_2,0.9737052420886138
cut_off_4,1.0
